广东频道,#genre#
CCTV-2,http://27.10.76.34:8008/rtp/225.0.4.132:7980
CCTV-2,http://60.189.43.82:9999/rtp/233.50.201.119:5140
CCTV-2,http://60.189.43.82:9999/rtp/233.50.201.2:5140
CCTV-2,http://27.10.76.34:8004/rtp/225.0.4.132:7980
CCTV-2,http://27.11.49.234:8003/rtp/225.0.4.132:7980
CCTV-2,http://27.11.49.234:8002/rtp/225.0.4.132:7980
CCTV-2,http://125.37.160.173:4022/rtp/225.1.1.133:5002
CCTV-3,http://124.163.112.145:6001/rtp/226.0.2.208:9576$1920x1080
CCTV-3,http://123.123.167.240:8000/rtp/239.3.1.172:8001$1920x1080
CCTV-3,http://124.163.112.145:6001/rtp/226.0.2.20:8072$720x576
CCTV-3,http://58.219.128.130:4001/rtp/239.49.1.3:6000$720x576
CCTV-3,http://118.81.141.11:8004/rtp/226.0.2.208:9576
CCTV-3,http://118.81.141.11:8004/rtp/226.0.2.20:8072
CCTV-3,http://27.10.134.196:8001/rtp/225.0.4.142:7980
CCTV-3,http://27.11.59.255:8010/rtp/225.0.4.142:7980
CCTV-3,http://27.10.76.34:8008/rtp/225.0.4.142:7980
CCTV-3,http://60.189.43.82:9999/rtp/233.50.201.196:5140
CCTV-3,http://60.189.43.82:9999/rtp/233.50.201.16:5140
CCTV-3,http://27.10.76.34:8004/rtp/225.0.4.142:7980
CCTV-3,http://27.11.49.234:8003/rtp/225.0.4.142:7980
CCTV-3,http://27.11.49.234:8002/rtp/225.0.4.142:7980
CCTV-3,http://125.37.160.173:4022/rtp/225.1.1.158:5002
CCTV-4,http://123.123.167.240:8000/rtp/239.3.1.213:4220$1920x1080
CCTV-4,http://123.123.167.240:8000/rtp/239.3.1.105:8092$1920x1080
CCTV-4,http://124.163.112.145:6001/rtp/226.0.2.21:8080$720x576
CCTV-4,http://118.81.141.11:8004/rtp/226.0.2.156:9160
CCTV-4,http://118.81.141.11:8004/rtp/226.0.2.21:8080
CCTV-4,http://27.10.134.196:8001/rtp/225.0.4.176:7980
CCTV-4,http://27.11.59.255:8010/rtp/225.0.4.176:7980
CCTV-4,http://27.10.76.34:8008/rtp/225.0.4.176:7980
CCTV-4,http://60.189.43.82:9999/rtp/233.50.200.101:5140
CCTV-4,http://60.189.43.82:9999/rtp/233.50.201.4:5140
CCTV-4,http://27.10.76.34:8004/rtp/225.0.4.176:7980
CCTV-4,http://27.11.49.234:8003/rtp/225.0.4.176:7980
CCTV-4,http://27.11.49.234:8002/rtp/225.0.4.176:7980
CCTV-4,http://125.37.160.173:4022/rtp/225.1.1.150:5002
CCTV-4,http://124.129.78.38:3333/rtp/239.253.254.187:8000
CCTV-5,http://118.81.141.11:8004/rtp/226.0.2.209:9584
CCTV-5,http://118.81.141.11:8004/rtp/226.0.2.22:8088
CCTV-5,http://27.10.134.196:8001/rtp/225.0.4.143:7980
CCTV-5,http://27.11.59.255:8010/rtp/225.0.4.143:7980
CCTV-5,http://27.10.76.34:8008/rtp/225.0.4.143:7980
CCTV-5,http://60.189.43.82:9999/rtp/233.50.201.197:5140
CCTV-5,http://60.189.43.82:9999/rtp/233.50.201.17:5140
CCTV-5,http://27.10.76.34:8004/rtp/225.0.4.143:7980
CCTV-5,http://27.11.49.234:8003/rtp/225.0.4.143:7980
CCTV-5,http://27.11.49.234:8002/rtp/225.0.4.143:7980
CCTV-5,http://125.37.160.173:4022/rtp/225.1.1.160:5002
CCTV-5,http://124.129.78.38:3333/rtp/239.253.254.192:8000
CCTV-5,http://60.27.20.30:5555/rtp/225.1.1.160:5002
CCTV-5,http://118.81.141.10:8004/rtp/226.0.2.209:9584
CCTV-5,http://118.81.141.10:8004/rtp/226.0.2.22:8088
CCTV-5+,http://118.81.141.11:8004/rtp/226.0.2.168:9256
CCTV-5+,http://27.10.134.196:8001/rtp/225.0.4.73:7980
CCTV-5+,http://27.11.59.255:8010/rtp/225.0.4.73:7980
CCTV-5+,http://27.10.76.34:8008/rtp/225.0.4.73:7980
CCTV-5+,http://60.189.43.82:9999/rtp/233.50.201.220:5140
CCTV-5+,http://27.10.76.34:8004/rtp/225.0.4.73:7980
CCTV-5+,http://27.11.49.234:8003/rtp/225.0.4.73:7980
CCTV-5+,http://27.11.49.234:8002/rtp/225.0.4.73:7980
CCTV-5+,http://125.37.160.173:4022/rtp/225.1.1.121:5002
CCTV-5+,http://124.129.78.38:3333/rtp/239.253.254.80:8000
CCTV-5+,http://60.27.20.30:5555/rtp/225.1.1.121:5002
CCTV-5+,http://118.81.141.10:8004/rtp/226.0.2.168:9256
CCTV-5+,http://211.158.152.104:8009/rtp/225.0.4.73:7980
CCTV-5+,http://61.188.254.218:9527/rtp/239.93.1.36:8004
CCTV-5+,http://60.220.167.85:8083/rtp/226.0.2.168:9256
CCTV-6,http://118.81.141.11:8004/rtp/226.0.2.210:9592
CCTV-6,http://118.81.141.11:8004/rtp/226.0.2.23:8096
CCTV-6,http://27.10.134.196:8001/rtp/225.0.4.144:7980
CCTV-6,http://27.11.59.255:8010/rtp/225.0.4.144:7980
